title,price,sold_quantity
Ipad Air 2 Gold16 Gb Touch Id Con Teclado Incluido,5500,0
Ipad Air,5500,0
Ipad Air 2 32 Gb Gold,5500,0
"Ipad Air 1, 128 Gb, Estetica De 10, *queretaro",5500,0
Ipad Air 2 Nueva Ios 11.2,5500,0
Ipad Air 2 De 64gb,5500,0
Ipad Air 2 Gris 64gb Wifi + 4g,5550,0
Ipad Air 16 Gb,5550,2
Ipad Air 2 16gb Wifi +4g Mod A1567 Gris ¡envio Gratis!,5590,1
Ipad Air 2 Grey 16gb,5600,0
Ipad Air 1 De 32gb Negro,5600,0
Ipad Air 2 Apple 16 Gb Wi-fi Envio Gratis,5600,0
Ipad Air De 16 Gb En Perfecto Estado,5600,0
Ipad Air 16gb Remate Manzanillo,5600,0
Ipad Air 128gb Como Nueva,5600,0
Ipad Air 2 De 32 Gb,5600,0
Ipad Air 2 16gb Gris EspacialModelo A1566,5700,0
Ipad Air,5700,0
Kensington K97907ww Caja Secureback Ipad Air,5748.98,0
Tablet Apple Ipad Air 2 64gb Wifi Gold Retina Original,5790,0
Ipad Air 128gb Gris Wifi,5799,0
Ipad Air 2 64gb Color Dorado ,5799,0
Ipad Air 2 128 Gb Gris Espacial,5800,0
Ipad Air 2 - 16gb Dorada,5800,0
Ipad Mod. A1567,5800,0
Ipad Air A1475 Wifi Y Datos,5800,0
Ipad Air 2 64gb,5800,0
Ipad Air 2 16gb,5850,0
Ipad Air 32 Gb Wi-fi + Cell Desbloquado,5890,0
Ipad Air 16 Gb + Prof Keyboard + Apple Case,5900,0
Ipad Air 32gb,5900,0
Apple Ipad Air 2 16gb Gris Espacial 9.7,5900,0
Ipad Air 2 Impecable 16 Gb Con Funda De Uso Rudo Negociable,5950,0
"Ipad Air 2 64gb Space Gray Accesorios, Impecable",5990,0
Tablet Apple Ipad Air 2 64gb Wifi Gold Retina Original,5990,0
Ipad Air 2 Touch Id 16gb Silver Estetica 9.8 Sin Fallas,5999,0
"Ipad Air 32gb, Gris Espacial.",5999,0
Ipad Air 2 128gb Wifi Envío Gratis,5999,0
Ipad Air 32 Gb 9.7 ,5999,0
Ipad Air Wi-fi 32gb Silver,5999,0
Ipad Air 2- 64 Gb Seminueva (lp),5999,0
Ipad Air 2 64 Gb Con Accesorios Seminuevo,5999,0
Ipad Air 1 Generacion,6000,0
Ipad Air 16gb,6000,0
Ipad Air 32 Gb,6000,0
Ipad Air 2,6000,0
Ipad Air 2 64gb Usado.,6000,0
Ipad Air 128 Gb Con Funda De Original De Apple,6000,0
Ipad Air 128gb Excelentes Condiciones Con Funda Original,6000,0
Ipad Air 128gb Con Smart Case,6000,0
Ipad Air 128gb,6000,0
Ipad Air 2 64gb Wi-fi,6000,0
Ipad Air 2 De 32 Gb. Seminuevo Garantizado.,6000,0
Ipad Air 2 64gb,6000,0
Ipad Air 2 Wifi + 4g 16gb Gold,6000,0
Ipad Air 2 64gb Wifi Dorada,6000,0
Ipad 128g Oro Wifi,6000,0
Ipad Air 1   32 Gb +  Funda Con Teclado Bluetooth Kensington,6000,0
Ipad Air 2,6000,0
"Ipad Air 2, (negociable)",6000,0
Ipad Air 16gb Wifi Seminueva,6000,0
Ipad Air 128 Gigas,6000,0
Ipad Air 2 De 16gb Blanca ,6000,0
Ipad Air2 64gb Wifi,6000,0
Ipad Air 2 64gb,6000,0
Ipad Air 2 Nueva,6000,0
Ipad Air 2 64gb,6100,0
Ipad Air 2 64gb Color Oro,6100,0
"Ipad Air 2, 64gb, Wifi+4g, Touch Id, Seminueva",6190,0
"Ipad Air 2 Dorado 64gb Wifi, Cable Lightning Funda De Regalo",6200,0
"Ipad Air 2 128gb , Retina, En Caja, Sin Detalles",6200,0
Ipad Air Nueva De Caja,6200,0
Ipad Air 16g,6200,0
Ipad Air 64 Gb Apple,6250,0
Ipad Air 1 (128gb) Gris Oscuro Con Estuche De Piel Original,6298,0
Ipad Air 2 32gb 4g+wifi Cambio/v,6300,0
Ipad Air 2 Dorada 128gb Wifi + Funda,6300,0
Ipad Air 16 Gb Space Grey,6300,0
Ipad Air 2 16gb Excelentes Condiciones,6300,0
Ipad Air 2 64gb + Funda Gratis,6399,0
Remato!! Ipad Air 2 128gb Ios 11 Envío Gratis,6400,0
Ipad Air 2 128gb,6400,0
