id,title,price,sold_quantity
MLM597939967,Motorola Moto G4 Play Nuevo 16gb 2gb Ram / Meses Sin Interes,2799,18
MLM614507345,Moto G4 Xt1625 8gb Libre De Fabrica 4g Lte,2749,0
MLM613294005,Moto G4 Play 16gb Xt1609 4g Lte Libre De Fabrica + Regalos,2749,3
MLM613923519,Moto G4 Liberado Motorola 5.5 Ips Full Hd 16gb 13mp,2699,0
MLM617998698,Motorola Moto G4 Play 5 Pulgadas 16gb Nuevo,2699,0
MLM611447095,Motorola Moto G4 Play Nuevo Desbloqueado,2697,1
MLM607363530,Moto G4 Play +audifonos+ Cristal + Minibocina,2650,77
MLM599265359,Moto G4 Play  Desbloquado 4g Lte Precio + Regalos,2650,9
MLM614525143,"Moto G4 Play Liberado + Regalos, Bocina, Cristal Y Audifonos",2650,4
MLM610881764,Moto G4 Play Nuevo Liberado Cristal Templado Regalo+ Bocina,2650,3
MLM591354919,Motorola G4 - Envio Gratis - At&t,2650,0
MLM616217364,Motorola Moto G4 Plus Att ,2600,0
MLM612944637,Motorola G4 Play Liberado,2600,0
MLM612424897,"Moto G4 32 Gb, Negro, Libre De Fábrica",2600,0
MLM611608902,Moto G4 Plus Dual Sim,2600,0
MLM591682151,Celular Moto G4 Play 4g Lte 16gb 2gb Ram Nuevo,2599,47
MLM621187341,Celular Moto G4 Play Xt1609 16 Gb 2gb Ram Quad Liberado,2599,0
MLM611639730,Moto G4 Xt1621 Negro 2gb Ram Telcel Y Movistar Microp 9652,2599,0
MLM621812443,"Motorola Moto G4 Plus 32gb 16+5mpx, Turbo Power",2599,0
MLM584814815,Moto G4 Play,2599,0
MLM608123957,"Moto G4 Play +audifonos + Cristal Tem, + Minibocina Regalo",2550,46
MLM618672866,Motorola G4 4g Lte De 16 Gb Doble Sim,2500,1
MLM619035329,Motorola Moto G4 Play  16 Gb,2500,0
MLM620088481,Motorola Moto G4 Play Atyt Envio Gratis ,2500,0
MLM598224435,Moto G4 Plus 32 Gb,2500,0
MLM621669921,Motorola Moto G4 Play 16gb Nuevo Caja Sellada Desbloqueado,2499,4
MLM621675089,Motorola Moto G4,2499,0
MLM602331039,Remato Moto G4 Play Blanco Dual Sim 4g Lte Libre Buen Estado,2499,0
MLM605465636,Moto G4 Play 4g Lte+ Audifonos + Cristal + Minibocina Oferta,2450,73
MLM611339494,Moto G4 Play Celular Nuevo  4g Lte 16 Gb 2 Gb Ram ,2400,21
MLM601624809,Moto G4 Plus 32gb V/c,2400,1
MLM623574765,Moto G4 Plus  Vendo O Cambio,2400,0
MLM589225144,Moto G4 Plus Fallo En Las Camaras,2400,0
MLM609549238,Telefono Celular Motorola G4 Play,2400,0
MLM604685024,Moto G4 Play Dual Sim Con Turbo Cargador,2400,0
MLM622193658,Celular Motorola Moto G4 Play 4g Lte 16gb 2gb Ram Xt1609,2399,2
MLM611649820,Moto G4 Xt1621 Negro Unefon Matriz 6193,2399,0
MLM595046221,Moto G4 Play   Liberado 4g Lte Nuevo + Minibocina + Cristal,2350,333
